link,year,mileage,engine_capacity,fuel_type,price
https://www.otomoto.pl/osobowe/oferta/ford-focus-focus-super-stan-male-spalanie-ID6GwTju.html,2014,330 000 km,1 560 cm3,Diesel,26 499
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-1-6-ti-vct-115-km-2005-r-ID6GwUym.html,2005,255 100 km,1 596 cm3,Benzyna,6 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-ecoblue-trend-120-km-automat-fv-vat-23-ID6GxAah.html,2020,107 827 km,1 499 cm3,Diesel,64 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5tdci120kmliftduza-naviledgrzana-kierownicakeyles-goalu16-ID6Gw1Ns.html,2015,172 158 km,1 499 cm3,Diesel,34 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-5-tdci-polski-salon-faktura-vat-ID6GwUvp.html,2017,110 000 km,1 498 cm3,Diesel,37 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-2010-r-227-000-km-wroclaw-ID6GvTAh.html,2010,227 180 km,1 753 cm3,Diesel,4 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-ID6GwCpg.html,2012,185 000 km,1 560 cm3,Diesel,21 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-st-line-titanium-2-0tdci-150ps-mod-2020r-full-led-navi-radar-kamera-ID6G1inq.html,2019,165 851 km,1 997 cm3,Diesel,73 600
https://www.otomoto.pl/osobowe/oferta/ford-focus-titanium-navi-alu-chrom-pdc-serwis-aso-idealny-stan-gwarancja-ID6Gx1f4.html,2015,240 000 km,1 499 cm3,Diesel,25 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-titanium-navi-alu-chrom-pdc-90000-km-ideal-serwis-aso-gwarancja-ID6GxGKo.html,2015,90 000 km,1 560 cm3,Diesel,27 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-tdci-salon-polska-klima-ID6GyHqo.html,2011,222 696 km,1 560 cm3,Diesel,16 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-kombi-automat-ID6Gk9V4.html,2013,234 000 km,1 997 cm3,Diesel,26 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-z-niemiec-alu-nawi-pdc-bardzo-ladny-ID6GmJqD.html,2016,161 000 km,999 cm3 •,Benzyna,28 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-95km-connected-od-dealera-ID6Gw1FN.html,2020,84 900 km,1 499 cm3,Diesel,64 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-2020-diesel-ID6Gv9vp.html,2020,212 500 km,1 498 cm3,Diesel,46 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-2-3-ecoboost-rs-ID6GhT6E.html,2017,125 000 km,2 300 cm3,Benzyna,100 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-kolor-oryginal-lakier-przeb-nowy-rozrzad-serwis-jak-nowy-z-niemiec-ID6GxyZ7.html,2012,160 034 km,1 596 cm3,Benzyna,31 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-kredyt-leasing-gwarancja-do-3-lat-dostawa-pod-dom-st-line-ID6Gg0UJ.html,2020,171 245 km,1 997 cm3,Diesel,62 499
https://www.otomoto.pl/osobowe/oferta/ford-focus-trend-120km-fvat23-bardzo-ladny-ID6FISNW.html,2016,206 000 km,1 498 cm3,Diesel,34 100
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-diesel-klima-10-lat-jeden-wlasciciel-zadbany-zarejestrowany-ID6GwU17.html,2008,265 858 km,1 560 cm3,Diesel,9 200
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-0-ecoboost-trend-edition-kombi-dw9ev08-ID6GvT0W.html,2019,44 277 km,999 cm3 •,Benzyna,60 600
https://www.otomoto.pl/osobowe/oferta/ford-focus-piekny-ford-focus-1-5-ecoblue-trend-edition-2019-salon-polska-ID6Gw0QF.html,2019,82 000 km,1 498 cm3,Diesel,55 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-serwisowany-bezwypadkowy-aut-skrzynia-klima-dwustrefowa-top-ID6GpSVn.html,2013,193 000 km,1 997 cm3,Diesel,29 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-0-125km-connected-od-dealera-vat23-ID6Gqr63.html,2020,118 100 km,999 cm3 •,Benzyna,54 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-0-ecoboost-125-km-trend-salon-pl-historia-aso-ID6GxyuV.html,2019,55 370 km,999 cm3 •,Benzyna,66 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6-16v-ID6GyHfM.html,2004,187 029 km,1 596 cm3,Benzyna,7 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-8-tdci-kombi-2007-ID6Gt2TD.html,2007,332 100 km,1 753 cm3,Diesel,4 400
https://www.otomoto.pl/osobowe/oferta/ford-focus-titanium-krajowy-vat-marza-ID6GhlAF.html,2018,86 700 km,999 cm3 •,Benzyna,67 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-kombi-wersja-titanium-grzana-przednia-szyba-kamera-cofania-ID6FOWUT.html,2013,182 000 km,1 560 cm3,Diesel,29 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6FgPp7.html,2019,86 000 km,1 499 cm3,Benzyna,65 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-focus-st-niski-przebieg-ID6GvSrx.html,2018,65 980 km,1 999 cm3,Benzyna,79 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-salon-pl-i-wl-serwis-w-aso-fv-23-stan-bardzo-dobry-ID6FU1eQ.html,2017,239 000 km,1 498 cm3,Diesel,29 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-bogate-wyposazenie-sprowadzony-po-oplatach-gwarancja-12-msc-ID6Gx6UT.html,2009,186 500 km,1 596 cm3,Benzyna,17 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-ecoblue-trend-120-km-fv-vat-23-ID6GwTzt.html,2019,99 521 km,1 499 cm3,Diesel,54 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-ecoblue-trend-edition-120-km-fv-vat-23-ID6GwTz9.html,2020,95 856 km,1 499 cm3,Diesel,64 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-krajowy-zadbany-ID6GwB0Q.html,2012,239 500 km,1 596 cm3,Benzyna,21 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-gwarancja-techniczna-ID6GrAOf.html,2009,174 000 km,1 596 cm3,Benzyna,12 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-2-0-ecoblue-150km-titanium-ID6GxwI5.html,2019,115 688 km,1 997 cm3,Diesel,69 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6GwTkc.html,2012,249 200 km,1 560 cm3,Diesel,19 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-rezerwacja-ID6GyHaR.html,2012,178 000 km,1 596 cm3,Benzyna,26 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-0-125km-navi-parkassist-climatronic-hak-ID6GvShD.html,2012,244 600 km,998 cm3 •,Benzyna,22 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-salon-pl-serwisowany-bezwypadkowy-faktura-vat-ID6GvC38.html,2018,109 400 km,1 596 cm3,Benzyna,43 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-titanium-xenon-bliss-acc-skora-el-fotele-asystent-znakow-keylessgo-ID6GvS0s.html,2013,170 000 km,1 997 cm3,Diesel,18 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6-tdci-gold-x-edition-ID6GvSa6.html,2011,131 000 km,1 560 cm3,Diesel,25 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-5-ecoblue-trend-edition-salon-polska-ID6G4btb.html,2019,116 525 km,1 498 cm3,Diesel,51 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-ecoblue-120km-manual-polska-salon-faktura-vat-ID6GwAv3.html,2019,103 800 km,1 498 cm3,Diesel,57 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-kupiony-w-pl-nowy-akumulator-nowe-opony-ID6GyGYi.html,2011,141 100 km,1 596 cm3,Benzyna,27 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-titanium-2-0-2008-145km-gaz-brc-fabryczny-sekwencja-ID6Gqb5N.html,2008,277 777 km,1 999 cm3,Benzyna+LPG,15 700
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-st-2-0ecoboost-250ps-ID6GwhSj.html,2013,175 000 km,1 999 cm3,Benzyna,19 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-2-0-150km-blisy-grzana-kierownica-elektr-klapa-oryg-lakier-kamera-cofa-ID6Gy2mq.html,2020,149 154 km,1 998 cm3,Diesel,66 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-tdci-business-120-km-hatchback-dealer-forda-ID6GvRhr.html,2017,138 744 km,1 498 cm3,Diesel,46 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-sprzedam-swoj-samochod-ID6GwN2O.html,2014,233 000 km,1 560 cm3,Diesel,29 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-trend-edition-business-1-5-ecoboost-150-km-m6-ID6Gw70d.html,2019,39 273 km,1 499 cm3,Benzyna,79 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-2-0-tdci-150km-titanium-salon-pl-historia-aso-ID6Gvr8j.html,2018,139 269 km,1 997 cm3,Diesel,52 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5tdci-120km-22-01-2018-trend-kombi-gwarancja-hd53770-ID6FUjfN.html,2017,112 780 km,1 499 cm3,Diesel,41 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-nowy-rozrzad-faktura-vat-23-bezwypadkowy-ID6GiwgS.html,2018,159 500 km,1 498 cm3,Diesel,40 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6-100km-ambiente-ID6GnuUg.html,2008,157 000 km,1 596 cm3,Benzyna,9 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-150km-laser-led-navi-kamera-blis-keys-tempomat-akt-fv-ID6Gw5X1.html,2019,131 000 km,1 997 cm3,Diesel,65 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-benzyna-101-km-ID6GvGqI.html,2008,181 193 km,1 596 cm3,Benzyna,12 200
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6109ps214tyskmklimasprawnasuperstan-ID6Gx8rF.html,2008,214 123 km,1 560 cm3,Diesel,9 300
https://www.otomoto.pl/osobowe/oferta/ford-focus-czujniki-parkowania-przod-tyl-nawigacja-grzane-fotele-klimatyzacja-ID6Gvhyv.html,2012,158 290 km,998 cm3 •,Benzyna,23 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-st-2016-benzyna-manual-ID6Gvvou.html,2016,104 163 km,1 999 cm3,Benzyna,36 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-sprowadz-zarejestr-lift-serwis-klima-aluf-zadbany-gwarancja-ID6GtAlY.html,2009,198 000 km,1 798 cm3,Benzyna,19 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-sliczny-titanium-navi-3d-led-automat-start-stop-ID6Gx8Gz.html,2019,140 000 km,1 500 cm3,Diesel,49 800
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6-benzyna-klima-ID6GvhBn.html,2005,231 428 km,1 596 cm3,Benzyna,4 950
https://www.otomoto.pl/osobowe/oferta/ford-focus-st2-0ecoboost-250kmrecaroroczna-gwarancja-techniczna-ID6GvueJ.html,2016,147 500 km,1 999 cm3,Benzyna,65 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-ecoboost-182km-titanium-uszkodzony-silnik-ID6GmWbn.html,2014,191 000 km,1 596 cm3,Benzyna,16 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk-3-lift-polski-salon-pierwszy-wlasciciel-ID6Gtcmn.html,2017,235 000 km,1 498 cm3,Diesel,30 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6-benzyna-stan-bardzo-dobry-ID6Gvnrg.html,2008,193 500 km,1 596 cm3,Benzyna,13 700
https://www.otomoto.pl/osobowe/oferta/ford-focus-salon-polska-gwarancja-ID6GurTb.html,2017,133 118 km,1 498 cm3,Diesel,43 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-2-0-ecoblue-titanium-150-km-automat-fv-vat-23-ID6GofnB.html,2019,131 885 km,1 995 cm3,Diesel,54 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-zarejestrowany-klimatronik-alusy-pelna-elektryka-chromy-ID6GvHpr.html,2008,250 000 km,1 596 cm3,Benzyna,15 700
https://www.otomoto.pl/osobowe/oferta/ford-focus-el8f371-1-5-tdci-gold-x-ID6GqEDt.html,2018,135 209 km,1 498 cm3,Diesel,42 850
https://www.otomoto.pl/osobowe/oferta/ford-focus-bezwypadkowyksiazki2xkluczykradioklimaelektronikagwarancja-ID6GvDJZ.html,2014,128 000 km,999 cm3 •,Benzyna,34 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-st-line2-0tdci-150ps6biegowledynawipelnyserwisasooryginaltop-ID6Gvf4J.html,2019,183 211 km,1 997 cm3,Diesel,57 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-ID6Gy31A.html,2011,278 000 km,1 560 cm3,Diesel,18 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-salon-pl-mk-2-climatronic-2-strefy-2-komplet-felg-stalowych-z-oponami-ID6GveLr.html,2006,157 025 km,1 753 cm3,Diesel,10 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-bezwypadkowy-kompletny-serwis-faktura-vat-23-ID6GeUGZ.html,2019,199 330 km,1 499 cm3,Diesel,49 815
https://www.otomoto.pl/osobowe/oferta/ford-focus-2-0-tdci-150km-6-biegow-navi-kolor-alu-serwis-z-niemiec-oplacony-ID6GvHJN.html,2015,219 000 km,1 997 cm3,Diesel,34 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-titanium-2020r-gwarancja-przebiegu-i-serwisu-i-wl-automat-t-ID6GyrpG.html,2020,129 787 km,1 995 cm3,Diesel,69 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-sync-krajowy-ID6GuXNT.html,2016,194 000 km,1 498 cm3,Diesel,32 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-tdci-120-km-automat-navi-stan-bdb-auto-z-gwarancja-ID6Gwyuh.html,2019,230 000 km,1 498 cm3,Diesel,46 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-0-ecoboost-125km-2015-navi-pdc-klima-2x-euro-6b-ID6Gl5VK.html,2015,162 000 km,999 cm3 •,Benzyna,33 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-ecoblue-klima-tempomat-ID6GuXH7.html,2020,91 223 km,1 499 cm3,Diesel,53 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-diesel-ID6GoX1X.html,2007,331 000 km,1 753 cm3,Diesel,3 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-active-2020r-gwarancja-przebiegu-i-serwisu-i-wl-aso-at-nav-ID6GvA0O.html,2020,114 871 km,1 499 cm3,Diesel,66 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-tdci-salon-polska-serwis-aso-klima-tempomat-ID6GuXDq.html,2017,193 041 km,1 499 cm3,Diesel,38 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6-ecoboost-serwisowany-aso-ID6GguAO.html,2014,119 900 km,1 596 cm3,Benzyna,32 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-5-95-km-polski-salon-jeden-uzytkownik-ID6GwKKd.html,2017,206 500 km,1 498 cm3,Diesel,27 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-0-ecoboost-hybryda-125km-active-historia-aso-mhev-ID6Gxr5X.html,2020,63 639 km,999 cm3 •,Hybryda,77 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-tdci-automat-navi-ledy-extra-stan-ID6GuRS0.html,2019,111 000 km,1 499 cm3,Diesel,57 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-pakiet-st-line-67172km-wyposazony-jak-nowy-zarejestrowany-ID6GwRTJ.html,2016,67 172 km,999 cm3 •,Benzyna,45 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-tdci-salon-polska-klima-ID6GwRTM.html,2013,283 405 km,1 560 cm3,Diesel,16 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ghia-2005r-1-6-benzyna-klimatronik-duze-radio-sony-4xel-szyby-zadbany-ID6Gu8gt.html,2005,202 582 km,1 596 cm3,Benzyna,9 400
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-polski-salon-ID6FGYcb.html,2011,284 783 km,1 560 cm3,Diesel,10 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-2-0-tdci-automatzadbany-oplacony-xenonledtempomatpodgrz-fotele-ID6FWSTi.html,2013,229 000 km,1 997 cm3,Diesel,28 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-witam-sprzedam-forda-focus-kombi-1-6-benzyna-ID6Grqv3.html,2008,220 000 km,1 596 cm3,Benzyna,12 799
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-facua-st-mk3-ID6GsIC9.html,2017,147 000 km,1 999 cm3,Benzyna,62 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk-4-kombi-st-line-2018-ID6GlHsJ.html,2018,68 000 km,999 cm3 •,Benzyna,59 990
https://www.otomoto.pl/osobowe/oferta/ford-focus-benzynkaz-niemiecserwisowanyoplaconypolecam-ID6GyGI5.html,2013,142 027 km,999 cm3 •,Benzyna,22 800
https://www.otomoto.pl/osobowe/oferta/ford-focus-trend-goldx-2017r-salon-pl-bluetooth-po-rozrzadzie-vat23-ID6GuXkZ.html,2017,148 075 km,1 498 cm3,Diesel,39 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6tdci-08r-klima-grzane-fotele-244tys-km-zero-korozji-ladny-ID6GuXiu.html,2008,244 000 km,1 560 cm3,Diesel,10 200
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-8-2006-legionowo-ID6GvrRJ.html,2006,253 000 km,1 753 cm3,Diesel,6 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-st-line-krajowy-serwis-aso-gwarancja-ID6FX99v.html,2019,93 000 km,1 499 cm3,Benzyna,79 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-2-0-tdci-ID6GxmBk.html,2010,259 087 km,1 997 cm3,Diesel,17 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-benzyna-z-niemiec-pierwszy-wlasciciel-serwis-do-konca-ID6GsKlw.html,2010,177 000 km,1 596 cm3,Benzyna,13 200
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-tdci-120km-nawigacja-gps-klimatyzacja-multifunkcja-parktro-ID6GwREY.html,2020,199 874 km,1 499 cm3,Diesel,44 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-tylko-87-tys-km-bezwypadkowy-nowy-rozrzad-nawigacja-dotykowa-ID6GyGEp.html,2015,87 600 km,999 cm3 •,Benzyna,31 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-mk2-lift-1-6-tdci-kombi-sprowadzony-gotowy-do-jazdy-ID6GyGF2.html,2010,260 120 km,1 560 cm3,Diesel,10 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-st-line-2-0tdci-150km-ID6GuVZS.html,2020,68 000 km,1 995 cm3,Diesel,84 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-182km-oplacony-bogata-wersja-serwisowany-ID6GvQay.html,2013,181 935 km,1 596 cm3,Benzyna,29 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-titanium-1-0-125km-m6-salon-polska-fv23-ID6GeiGg.html,2019,40 305 km,998 cm3 •,Benzyna,69 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-bezwypadkowy-serwisowany-oplacony-fv23-gwarancja-titanium-ID6GwxPt.html,2015,177 342 km,999 cm3 •,Benzyna,34 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6FVkP7.html,2013,139 000 km,1 596 cm3,Benzyna,23 800
https://www.otomoto.pl/osobowe/oferta/ford-focus-piekny-1-5-turbo-150km-tylko-104000przebiegu-klimatronik-ID6GvQ04.html,2015,104 000 km,1 499 cm3,Benzyna,41 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-0-ecoboost-125km-st-line-aso-od-dealera-ID6GvKWO.html,2018,95 636 km,999 cm3 •,Benzyna,67 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-st-2016-benzyna-manual-ID6Gvvou.html,2016,104 163 km,1 999 cm3,Benzyna,36 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-2017r-2-0t-250km-manual-st-stan-idealny-zamiana-ID6GyGCJ.html,2017,146 000 km,1 999 cm3,Benzyna,59 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-zarejestrowany-sprawnaklima-salonpl-wspomaganie-el-szyby-lusterka-ID6GqXNY.html,2010,116 000 km,1 560 cm3,Diesel,16 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-8b-klima-sprowadzony-przyg-do-rej-oplacony-ID6Gwxhb.html,2004,198 745 km,1 596 cm3,Benzyna,6 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-sprzedam-ford-focus-2017-pierwszy-wlasciciel-stan-bardzo-dobry-ID6GpS9H.html,2017,80 700 km,1 596 cm3,Benzyna+LPG,39 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk4-1-5-ecoblue-salon-pl-rej-2020-serwis-aso-ID6G4Bek.html,2019,186 287 km,1 498 cm3,Diesel,51 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-niski-przebieg-1-6-101km-polecam-gwarancja-zakup-door-to-door-ID6FsdrJ.html,2006,150 000 km,1 600 cm3,Benzyna,11 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-8-tdci-ID6GvPyT.html,2009,344 000 km,1 753 cm3,Diesel,5 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-125km-krajowy-bezwypadkowy-f-vat-gwarancja-12-m-cy-ID6GwQNx.html,2019,54 872 km,999 cm3 •,Benzyna,65 400
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6Gxo8R.html,2004,337 000 km,1 753 cm3,Diesel,3 100
https://www.otomoto.pl/osobowe/oferta/ford-focus-dobra-cena-ID6GeA24.html,2006,194 000 km,1 388 cm3,Benzyna,6 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-ecoboost-182km-titanium-uszkodzony-silnik-ID6GmWbn.html,2014,191 000 km,1 596 cm3,Benzyna,16 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-st-line-2-0tdci-150km-ID6Gvz2Y.html,2020,84 000 km,1 995 cm3,Diesel,69 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6i-lpg-100km-ID6GhTZR.html,2010,249 333 km,1 596 cm3,Benzyna+LPG,13 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5ecoblue-120km-st-line-navi-led-ID6Gn8ib.html,2018,165 477 km,1 499 cm3,Diesel,56 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6tdci-110km-nawigacja-stan-bardzo-dobry-raty-zamiana-ID6GoUpk.html,2009,276 000 km,1 560 cm3,Diesel,11 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6tdci-6-biegow-klimatronik-sedan-salon-pl-18900-ID6GuVau.html,2012,245 000 km,1 560 cm3,Diesel,18 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-pierwszy-wlasciciel-fv-23-ID6GvyXj.html,2017,225 000 km,1 498 cm3,Diesel,29 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-180koni-titanium-sam-parkuje-alu18-klimatronik-x2-ladne-i-szybkiekombi-ID6GwxmQ.html,2012,146 805 km,1 596 cm3,Benzyna,33 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-pierwszy-wlasciciel-w-kraju-niski-przebieg-ID6GyGy3.html,2020,26 000 km,999 cm3 •,Benzyna,68 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-focus-bardzo-ladny-stan-ID6GyGxI.html,2013,190 000 km,998 cm3 •,Benzyna,17 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-st-line-nawigacja-sport-ledy-serwis-super-stan-keyless-go-ID6Gsy6W.html,2019,189 000 km,1 499 cm3,Diesel,55 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-bezwypadkowy-alufelgi-fv-23-zadbany-ID6Gu1xQ.html,2019,180 000 km,1 499 cm3,Diesel,47 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-stan-idealny-ID6FwSjg.html,2015,140 000 km,999 cm3 •,Benzyna,29 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-faktura-vat23-automat-ID6GfYXF.html,2020,112 700 km,999 cm3 •,Benzyna,65 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-samochod-sprawny-technicznie-przeglad-do-maja-2025-roku-ID6Gxjqr.html,2008,249 900 km,1 753 cm3,Diesel,9 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-2-0-ecoblue-150km-titanium-automat-full-led-navi-serwis-aso-ID6GpEYX.html,2020,165 600 km,1 997 cm3,Diesel,66 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-100ps-titanium-navi-piekny-z-niemiec-ID6GuUYN.html,2010,180 200 km,1 596 cm3,Benzyna,18 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-1-6-ti-vct-115-km-2005-r-ID6GwUym.html,2005,255 100 km,1 596 cm3,Benzyna,6 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-ecoboost-150ps-navi-alu-ledy-sliczny-gwarancja-ID6FrGQC.html,2017,129 000 km,1 500 cm3,Benzyna,45 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-st-line-automat-full-led-kamera-serwis-aso-model-2019-ID6FfegS.html,2018,193 000 km,1 997 cm3,Diesel,61 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-mk3-stan-bardzo-dobry-ID6GgCdJ.html,2015,176 000 km,1 560 cm3,Diesel,36 777
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-ecoblue-trend-edition-120-km-fv-vat-23-ID6GwSKN.html,2019,161 175 km,1 499 cm3,Diesel,49 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-drugi-wlasciciel-zadbany-dlugie-oplaty-ID6GvX7y.html,2014,216 000 km,1 596 cm3,Benzyna,22 200
https://www.otomoto.pl/osobowe/oferta/ford-focus-niski-przebieg-1-wlasciciel-bezwypadkowy-serwisowany-zadbany-euro-6-ID6Gv0RF.html,2012,96 000 km,998 cm3 •,Benzyna,24 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-150km-automat-navi-climatronic-grzane-fotele-ID6GvIuT.html,2015,143 622 km,1 499 cm3,Benzyna,43 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-5-95-km-polski-salon-jeden-uzytkownik-ID6GwKKd.html,2017,206 500 km,1 498 cm3,Diesel,27 900
